Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
EXTL1		1p36.11	HOMDEL	1	509	0.2%	No
EYA3		1p35.3	HOMDEL	1	509	0.2%	No
EZH1		17q21.2	AMP	1	509	0.2%	Yes
F2R		5q13.3	AMP	1	509	0.2%	No
F2RL1		5q13.3	AMP	1	509	0.2%	No
F2RL2		5q13.3	AMP	1	509	0.2%	No
F7		13q34	AMP	1	509	0.2%	No
F10		13q34	AMP	1	509	0.2%	No
FABP4		8q21.13	HOMDEL	1	509	0.2%	No
FABP5		8q21.13	HOMDEL	1	509	0.2%	No
FABP7		6q22.31	HOMDEL	1	509	0.2%	No
ACSL1		4q35.1	HOMDEL	1	509	0.2%	No
ACSL3		2q36.1	HOMDEL	1	509	0.2%	Yes
BPTF		17q24.2	AMP	1	509	0.2%	No
FANCF		11p14.3	AMP	1	509	0.2%	Yes
FASN		17q25.3	AMP	1	509	0.2%	No
FBP1		9q22.32	AMP	1	509	0.2%	No
FCAR		19q13.42	HOMDEL	1	509	0.2%	No
FCER1A		1q23.2	AMP	1	509	0.2%	No
FCER1G		1q23.3	AMP	1	509	0.2%	No
FCER2		19p13.2	HOMDEL	1	509	0.2%	No
FCGR1A		1q21.2	AMP	1	509	0.2%	No
FCGR1B		1p11.2	AMP	1	509	0.2%	No
FCGR2A		1q23.3	AMP	1	509	0.2%	No
FCGR2B		1q23.3	AMP	1	509	0.2%	Yes
FCGR3A		1q23.3	AMP	1	509	0.2%	No
FCGR3B		1q23.3	AMP	1	509	0.2%	No
FCGRT		19q13.33	HOMDEL	1	509	0.2%	No
FDPS		1q22	AMP	1	509	0.2%	No
FDX1		11q22.3	HOMDEL	1	509	0.2%	No
FDX1		11q22.3	AMP	1	509	0.2%	No
FDXR		17q25.1	AMP	1	509	0.2%	No
FECH		18q21.31	HOMDEL	1	509	0.2%	No
FECH		18q21.31	AMP	1	509	0.2%	No
FEN1		11q12.2	HOMDEL	1	509	0.2%	No
FGF2		4q28.1	AMP	1	509	0.2%	No
FGF6		12p13.32	AMP	1	509	0.2%	Yes
FGF9		13q12.11	HOMDEL	1	509	0.2%	No
FGFR2		10q26.13	HOMDEL	1	509	0.2%	Yes
FGR		1p35.3	HOMDEL	1	509	0.2%	No
FH		1q43	AMP	1	509	0.2%	Yes
FHL3		1p34.3	AMP	1	509	0.2%	No
FKBP1AP1		19q13.43	HOMDEL	1	509	0.2%	No
FKBP1AP1		19q13.43	AMP	1	509	0.2%	No
FKBP3		14q21.2	AMP	1	509	0.2%	No
FOXG1		14q12	AMP	1	509	0.2%	No
FOXF2		6p25.3	HOMDEL	1	509	0.2%	No
FOXC1		6p25.3	HOMDEL	1	509	0.2%	No
FOXD4		9p24.3	HOMDEL	1	509	0.2%	No
FOXD4		9p24.3	AMP	1	509	0.2%	No
FOXJ1		17q25.1	AMP	1	509	0.2%	No
FOXO1		13q14.11	HOMDEL	1	509	0.2%	Yes
FOXO3		6q21	HOMDEL	1	509	0.2%	Yes
FLG		1q21.3	AMP	1	509	0.2%	No
FLI1		11q24.3	AMP	1	509	0.2%	Yes
FLOT2		17q11.2	AMP	1	509	0.2%	No
FLT1		13q12.3	HOMDEL	1	509	0.2%	Yes
FLT3		13q12.2	HOMDEL	1	509	0.2%	Yes
FLT3LG		19q13.33	HOMDEL	1	509	0.2%	No
FMO1		1q24.3	AMP	1	509	0.2%	No
FMO2		1q24.3	AMP	1	509	0.2%	No
FMO3		1q24.3	AMP	1	509	0.2%	No
FMO4		1q24.3	AMP	1	509	0.2%	No
FMO5		1q21.1	AMP	1	509	0.2%	No
FN1		2q35	HOMDEL	1	509	0.2%	No
FOLR1		11q13.4	HOMDEL	1	509	0.2%	No
FOLR2		11q13.4	HOMDEL	1	509	0.2%	No
FOLR3		11q13.4	HOMDEL	1	509	0.2%	No
FOS		14q24.3	AMP	1	509	0.2%	No
FOSB		19q13.32	HOMDEL	1	509	0.2%	No
FPR1		19q13.41	HOMDEL	1	509	0.2%	No
FPR2		19q13.41	HOMDEL	1	509	0.2%	No
FPR3		19q13.41	HOMDEL	1	509	0.2%	No
FXN		9q21.11	AMP	1	509	0.2%	No
FRK		6q22.1	HOMDEL	1	509	0.2%	No
MTOR		1p36.22	HOMDEL	1	509	0.2%	Yes
FRG1		4q35.2	HOMDEL	1	509	0.2%	No
FSHR		2p16.3	HOMDEL	1	509	0.2%	No
FTH1		11q12.3	HOMDEL	1	509	0.2%	No
FTL		19q13.33	HOMDEL	1	509	0.2%	No
ADAM2		8p11.22	AMP	1	509	0.2%	No
FUCA1		1p36.11	HOMDEL	1	509	0.2%	No
FUCA2		6q24.2	HOMDEL	1	509	0.2%	No
GAST		17q21.2	AMP	1	509	0.2%	No
FUT1		19q13.33	HOMDEL	1	509	0.2%	No
FUT2		19q13.33	HOMDEL	1	509	0.2%	No
FUT4		11q21	HOMDEL	1	509	0.2%	No
FUT4		11q21	AMP	1	509	0.2%	No
FUT7		9q34.3	AMP	1	509	0.2%	No
KDSR		18q21.33	HOMDEL	1	509	0.2%	Yes
KDSR		18q21.33	AMP	1	509	0.2%	Yes
ACKR1		1q23.2	AMP	1	509	0.2%	No
FYN		6q21	HOMDEL	1	509	0.2%	Yes
FYN		6q21	AMP	1	509	0.2%	Yes
FZD2		17q21.31	AMP	1	509	0.2%	No
IFI6		1p35.3	HOMDEL	1	509	0.2%	No
G6PC		17q21.31	AMP	1	509	0.2%	No
SLC37A4		11q23.3	HOMDEL	1	509	0.2%	No
SLC37A4		11q23.3	AMP	1	509	0.2%	No
GAA		17q25.3	AMP	1	509	0.2%	No
GAB1		4q31.21	AMP	1	509	0.2%	Yes
GABPA		21q21.3	HOMDEL	1	509	0.2%	No
GABRA2		4p12	AMP	1	509	0.2%	No
GABRA4		4p12	AMP	1	509	0.2%	No
GABRB1		4p12	AMP	1	509	0.2%	No
GABRD		1p36.33	HOMDEL	1	509	0.2%	No
GABRG1		4p12	AMP	1	509	0.2%	No
GABRG2		5q34	HOMDEL	1	509	0.2%	No
GABRR1		6q15	HOMDEL	1	509	0.2%	No
GABRR2		6q15	HOMDEL	1	509	0.2%	No
GALE		1p36.11	HOMDEL	1	509	0.2%	No
GALK1		17q25.1	AMP	1	509	0.2%	No
GALR1		18q23	HOMDEL	1	509	0.2%	No
GALR1		18q23	AMP	1	509	0.2%	No
GALNT1		18q12.2	HOMDEL	1	509	0.2%	No
GALNT1		18q12.2	AMP	1	509	0.2%	No
GALNT2		1q42.13	AMP	1	509	0.2%	No
GALNT3		2q24.3	AMP	1	509	0.2%	No
GAMT		19p13.3	HOMDEL	1	509	0.2%	No
GAMT		19p13.3	AMP	1	509	0.2%	No
GANC		15q15.1	HOMDEL	1	509	0.2%	No
GAP43		3q13.31	AMP	1	509	0.2%	No
LRRC32		11q13.5	HOMDEL	1	509	0.2%	No
LRRC32		11q13.5	AMP	1	509	0.2%	No
GAS2		11p14.3	AMP	1	509	0.2%	No
GAS6		13q34	AMP	1	509	0.2%	No
GATA3		10p14	AMP	1	509	0.2%	Yes
GATA6		18q11.2	AMP	1	509	0.2%	Yes
GATM		15q21.1	HOMDEL	1	509	0.2%	No
GBA		1q22	AMP	1	509	0.2%	No
GBAP1		1q22	AMP	1	509	0.2%	No
GBX2		2q37.2	HOMDEL	1	509	0.2%	No
GCGR		17q25.3	AMP	1	509	0.2%	No
GCHFR		15q15.1	HOMDEL	1	509	0.2%	No
KAT2A		17q21.2	AMP	1	509	0.2%	No
MSTN		2q32.2	HOMDEL	1	509	0.2%	No
GDI2		10p15.1	AMP	1	509	0.2%	No
GFAP		17q21.31	AMP	1	509	0.2%	No
GFRA1		10q25.3	HOMDEL	1	509	0.2%	No
GH1		17q23.3	AMP	1	509	0.2%	No
GH2		17q23.3	AMP	1	509	0.2%	No
GIP		17q21.32	AMP	1	509	0.2%	No
GIPR		19q13.32	HOMDEL	1	509	0.2%	No
GJA1		6q22.31	HOMDEL	1	509	0.2%	No
GJA3		13q12.11	HOMDEL	1	509	0.2%	No
GJA5		1q21.2	AMP	1	509	0.2%	No
GJA8		1q21.2	AMP	1	509	0.2%	No
GJB2		13q12.11	HOMDEL	1	509	0.2%	No
GK2		4q21.21	AMP	1	509	0.2%	No
GLDC		9p24.1	AMP	1	509	0.2%	No
GLRB		4q32.1	HOMDEL	1	509	0.2%	No
GLS		2q32.2	HOMDEL	1	509	0.2%	No
GNA12		7p22.3-p22.2	AMP	1	509	0.2%	Yes
GNAL		18p11.21	AMP	1	509	0.2%	No
GNB1		1p36.33	HOMDEL	1	509	0.2%	Yes
GNG4		1q42.3	AMP	1	509	0.2%	No
GNGT2		17q21.32	AMP	1	509	0.2%	No
GNS		12q14.3	AMP	1	509	0.2%	No
GOLGB1		3q13.33	AMP	1	509	0.2%	No
GPI		19q13.11	HOMDEL	1	509	0.2%	No
GPR1		2q33.3	HOMDEL	1	509	0.2%	No
CCR10		17q21.2	AMP	1	509	0.2%	No
GPR4		19q13.32	HOMDEL	1	509	0.2%	No
GPR6		6q21	HOMDEL	1	509	0.2%	No
NPBWR2		20q13.33	HOMDEL	1	509	0.2%	No
GPR12		13q12.13	HOMDEL	1	509	0.2%	No
UTS2R		17q25.3	AMP	1	509	0.2%	No
GPR18		13q32.3	AMP	1	509	0.2%	No
GPR26		10q26.13	HOMDEL	1	509	0.2%	No
GPR31		6q27	HOMDEL	1	509	0.2%	No
GPR32		19q13.33	HOMDEL	1	509	0.2%	No
GPR33		14q12	AMP	1	509	0.2%	No
GPR34		Xp11.4	AMP	1	509	0.2%	No
MLNR		13q14.2	HOMDEL	1	509	0.2%	No
MLNR		13q14.2	AMP	1	509	0.2%	No
GPR39		2q21.2	AMP	1	509	0.2%	No
MKNK2		19p13.3	AMP	1	509	0.2%	No
GPS1		17q25.3	AMP	1	509	0.2%	No
GPX4		19p13.3	HOMDEL	1	509	0.2%	No
GPX7		1p32.3	AMP	1	509	0.2%	No
GRB2		17q25.1	AMP	1	509	0.2%	No
GRB7		17q12	AMP	1	509	0.2%	No
GRB14		2q24.3	AMP	1	509	0.2%	No
GRIA4		11q22.3	HOMDEL	1	509	0.2%	No
GRIA4		11q22.3	AMP	1	509	0.2%	No
GRID1		10q23.1-q23.2	HOMDEL	1	509	0.2%	No
GRID2		4q22.1-q22.2	HOMDEL	1	509	0.2%	No
GRID2		4q22.1-q22.2	AMP	1	509	0.2%	No
GRN		17q21.31	AMP	1	509	0.2%	No
GRIK1		21q21.3	HOMDEL	1	509	0.2%	No
GRIK4		11q23.3	HOMDEL	1	509	0.2%	No
GRIK4		11q23.3	AMP	1	509	0.2%	No
GRIN1		9q34.3	AMP	1	509	0.2%	No
GRIN2C		17q25.1	AMP	1	509	0.2%	No
GRIN2D		19q13.33	HOMDEL	1	509	0.2%	No
ARHGAP35		19q13.32	HOMDEL	1	509	0.2%	Yes
GRM1		6q24.3	HOMDEL	1	509	0.2%	No
GRM8		7q31.33	HOMDEL	1	509	0.2%	No
CXCL2		4q13.3	AMP	1	509	0.2%	No
CXCL3		4q13.3	AMP	1	509	0.2%	No
GRP		18q21.32	HOMDEL	1	509	0.2%	No
GRP		18q21.32	AMP	1	509	0.2%	No
PDIA3		15q15.3	HOMDEL	1	509	0.2%	No
GSK3A		19q13.2	AMP	1	509	0.2%	No
GSK3B		3q13.33	AMP	1	509	0.2%	Yes
GSTA1		6p12.2	AMP	1	509	0.2%	No
GSTA2		6p12.2	AMP	1	509	0.2%	No
GSTA3		6p12.2	AMP	1	509	0.2%	No
GSTA4		6p12.2	AMP	1	509	0.2%	No
GSTZ1		14q24.3	AMP	1	509	0.2%	No
MSH6		2p16.3	HOMDEL	1	509	0.2%	Yes
GTF2E1		3q13.33	AMP	1	509	0.2%	No
GTF2F2		13q14.12-q14.13	HOMDEL	1	509	0.2%	No
GTF2F2		13q14.12-q14.13	AMP	1	509	0.2%	No
GTF3A		13q12.2	HOMDEL	1	509	0.2%	No
GUCY1B2		13q14.3	HOMDEL	1	509	0.2%	No
GUCY1A2		11q22.3	HOMDEL	1	509	0.2%	No
GUCY1A2		11q22.3	AMP	1	509	0.2%	No
GUCA1A		6p21.1	AMP	1	509	0.2%	No
GUCA1B		6p21.1	AMP	1	509	0.2%	No
GUK1		1q42.13	AMP	1	509	0.2%	No
GUSB		7q11.21	AMP	1	509	0.2%	No
GYPA		4q31.21	AMP	1	509	0.2%	No
GYPB		4q31.21	AMP	1	509	0.2%	No
GYPE		4q31.21	AMP	1	509	0.2%	No
GYS1		19q13.33	HOMDEL	1	509	0.2%	No
GZMM		19p13.3	HOMDEL	1	509	0.2%	No
GZMM		19p13.3	AMP	1	509	0.2%	No
H2AFX		11q23.3	HOMDEL	1	509	0.2%	No
H2AFX		11q23.3	AMP	1	509	0.2%	No
H3F3A		1q42.12	AMP	1	509	0.2%	Yes
H3F3B		17q25.1	AMP	1	509	0.2%	Yes
HAGH		16p13.3	AMP	1	509	0.2%	No
HAS1		19q13.41	HOMDEL	1	509	0.2%	No
HBA1		16p13.3	AMP	1	509	0.2%	No
HBA2		16p13.3	AMP	1	509	0.2%	No
HBM		16p13.3	AMP	1	509	0.2%	No
HBQ1		16p13.3	AMP	1	509	0.2%	No
HBZ		16p13.3	AMP	1	509	0.2%	No
HCLS1		3q13.33	AMP	1	509	0.2%	No
HCRT		17q21.2	AMP	1	509	0.2%	No
HCRTR2		6p12.1	HOMDEL	1	509	0.2%	No
HCRTR2		6p12.1	AMP	1	509	0.2%	No
HDAC2		6q21	HOMDEL	1	509	0.2%	No
HDGF		1q23.1	AMP	1	509	0.2%	No
HEXA		15q23	AMP	1	509	0.2%	No
HGD		3q13.33	AMP	1	509	0.2%	No
UBE2K		4p14	AMP	1	509	0.2%	No
HIVEP2		6q24.2	HOMDEL	1	509	0.2%	No
ZBTB48		1p36.31	HOMDEL	1	509	0.2%	No
HLF		17q22	HOMDEL	1	509	0.2%	Yes
MR1		1q25.3	AMP	1	509	0.2%	No
HLX		1q41	AMP	1	509	0.2%	No
HMBS		11q23.3	HOMDEL	1	509	0.2%	No
HMBS		11q23.3	AMP	1	509	0.2%	No
HMGB1		13q12.3	HOMDEL	1	509	0.2%	No
HMGCL		1p36.11	HOMDEL	1	509	0.2%	No
HMX2		10q26.13	HOMDEL	1	509	0.2%	No
FOXA3		19q13.32	HOMDEL	1	509	0.2%	No
HNRNPC		14q11.2	AMP	1	509	0.2%	No
HNRNPU		1q44	AMP	1	509	0.2%	No
HOXB1		17q21.32	AMP	1	509	0.2%	No
HOXB2		17q21.32	AMP	1	509	0.2%	No
HOXB3		17q21.32	AMP	1	509	0.2%	No
HOXB4		17q21.32	AMP	1	509	0.2%	No
HOXB5		17q21.32	AMP	1	509	0.2%	No
HOXB6		17q21.32	AMP	1	509	0.2%	No
HOXB7		17q21.32	AMP	1	509	0.2%	No
HOXB8		17q21.32	AMP	1	509	0.2%	No
HOXB9		17q21.32	AMP	1	509	0.2%	No
HRAS		11p15.5	AMP	1	509	0.2%	Yes
AGFG1		2q36.3	HOMDEL	1	509	0.2%	No
HRC		19q13.33	HOMDEL	1	509	0.2%	No
PRMT2		21q22.3	HOMDEL	1	509	0.2%	No
PRMT1		19q13.33	HOMDEL	1	509	0.2%	No
HSBP1		16q23.3	AMP	1	509	0.2%	No
HSD11B1		1q32.2	AMP	1	509	0.2%	No
HSD17B1		17q21.2	AMP	1	509	0.2%	No
HSF2		6q22.31	HOMDEL	1	509	0.2%	No
HSF4		16q22.1	AMP	1	509	0.2%	No
DNAJB2		2q35	HOMDEL	1	509	0.2%	No
DNAJB2		2q35	AMP	1	509	0.2%	No
HSPA2		14q23.3	AMP	1	509	0.2%	No
HSPA6		1q23.3	AMP	1	509	0.2%	No
HSPA7		1q23.3	AMP	1	509	0.2%	No
HSPA8		11q24.1	HOMDEL	1	509	0.2%	No
HSPA8		11q24.1	AMP	1	509	0.2%	No
HSPB2		11q23.1	HOMDEL	1	509	0.2%	No
HSPB2		11q23.1	AMP	1	509	0.2%	No
HSPD1		2q33.1	HOMDEL	1	509	0.2%	No
HSPE1		2q33.1	HOMDEL	1	509	0.2%	No
HSPG2		1p36.12	HOMDEL	1	509	0.2%	No
FOXN2		2p16.3	HOMDEL	1	509	0.2%	No
HTR1A		5q12.3	AMP	1	509	0.2%	No
HTR1B		6q14.1	HOMDEL	1	509	0.2%	No
HTR1D		1p36.12	HOMDEL	1	509	0.2%	No
HTR1F		3p11.2-p11.1	HOMDEL	1	509	0.2%	No
HTR1F		3p11.2-p11.1	AMP	1	509	0.2%	No
HTR2A		13q14.2	HOMDEL	1	509	0.2%	No
HTR2A		13q14.2	AMP	1	509	0.2%	No
HTR2B		2q37.1	HOMDEL	1	509	0.2%	No
HTR3A		11q23.2	HOMDEL	1	509	0.2%	No
HTR3A		11q23.2	AMP	1	509	0.2%	No
HTR6		1p36.13	HOMDEL	1	509	0.2%	No
ICA1		7p21.3	AMP	1	509	0.2%	No
ICAM1		19p13.2	HOMDEL	1	509	0.2%	No
ICAM2		17q23.3	AMP	1	509	0.2%	No
ICAM3		19p13.2	HOMDEL	1	509	0.2%	No
ICAM4		19p13.2	HOMDEL	1	509	0.2%	No
MRPL58		17q25.1	AMP	1	509	0.2%	No
ID3		1p36.12	HOMDEL	1	509	0.2%	Yes
IDH1		2q34	HOMDEL	1	509	0.2%	Yes
IDH2		15q26.1	AMP	1	509	0.2%	Yes
IFI16		1q23.1	AMP	1	509	0.2%	No
IFI35		17q21.31	AMP	1	509	0.2%	No
SP110		2q37.1	HOMDEL	1	509	0.2%	No
IFNA4		9p21.3	HOMDEL	1	509	0.2%	No
IFNA7		9p21.3	HOMDEL	1	509	0.2%	No
IFNA10		9p21.3	HOMDEL	1	509	0.2%	No
IFNA16		9p21.3	HOMDEL	1	509	0.2%	No
IFNA21		9p21.3	HOMDEL	1	509	0.2%	No
IFNB1		9p21.3	HOMDEL	1	509	0.2%	No
IFNG		12q15	AMP	1	509	0.2%	No
IFNGR1		6q23.3	HOMDEL	1	509	0.2%	Yes
IFNW1		9p21.3	HOMDEL	1	509	0.2%	No
IGFALS		16p13.3	AMP	1	509	0.2%	No
IGFBP2		2q35	HOMDEL	1	509	0.2%	No
IGFBP2		2q35	AMP	1	509	0.2%	No
IGFBP4		17q21.2	AMP	1	509	0.2%	No
IGFBP5		2q35	HOMDEL	1	509	0.2%	No
IGFBP5		2q35	AMP	1	509	0.2%	No
RBPJ		4p15.2	AMP	1	509	0.2%	No
IHH		2q35	HOMDEL	1	509	0.2%	No
IHH		2q35	AMP	1	509	0.2%	No
IL2		4q27	AMP	1	509	0.2%	Yes
IL2RA		10p15.1	AMP	1	509	0.2%	No
IL6		7p15.3	AMP	1	509	0.2%	No
IL6R		1q21.3	AMP	1	509	0.2%	No
IL7		8q21.13	HOMDEL	1	509	0.2%	No
CXCR1		2q35	HOMDEL	1	509	0.2%	No
CXCR1		2q35	AMP	1	509	0.2%	No
CXCR2		2q35	HOMDEL	1	509	0.2%	No
CXCR2		2q35	AMP	1	509	0.2%	No
CXCR2P1		2q35	HOMDEL	1	509	0.2%	No
CXCR2P1		2q35	AMP	1	509	0.2%	No
IL10RA		11q23.3	HOMDEL	1	509	0.2%	No
IL10RA		11q23.3	AMP	1	509	0.2%	No
IL11		19q13.42	HOMDEL	1	509	0.2%	No
IL15		4q31.21	AMP	1	509	0.2%	No
IL15RA		10p15.1	AMP	1	509	0.2%	No
TNFRSF9		1p36.23	HOMDEL	1	509	0.2%	No
IL17A		6p12.2	AMP	1	509	0.2%	No
IL18		11q23.1	HOMDEL	1	509	0.2%	No
IL18		11q23.1	AMP	1	509	0.2%	No
FOXK2		17q25.3	AMP	1	509	0.2%	No
ILF2		1q21.3	AMP	1	509	0.2%	No
ILF3		19p13.2	HOMDEL	1	509	0.2%	No
IMPA2		18p11.21	AMP	1	509	0.2%	No
IMPDH1		7q32.1	AMP	1	509	0.2%	No
IMPG1		6q14.1	HOMDEL	1	509	0.2%	No
INCENP		11q12.3	HOMDEL	1	509	0.2%	No
ING1		13q34	AMP	1	509	0.2%	No
INHA		2q35	HOMDEL	1	509	0.2%	Yes
INHA		2q35	AMP	1	509	0.2%	Yes
CXCL10		4q21.1	AMP	1	509	0.2%	No
INPP1		2q32.2	HOMDEL	1	509	0.2%	No
INPP5A		10q26.3	HOMDEL	1	509	0.2%	No
INPP5B		1p34.3	AMP	1	509	0.2%	No
INPP5D		2q37.1	HOMDEL	1	509	0.2%	Yes
INPPL1		11q13.4	HOMDEL	1	509	0.2%	Yes
INSL4		9p24.1	AMP	1	509	0.2%	No
INSR		19p13.2	HOMDEL	1	509	0.2%	Yes
INSRR		1q23.1	AMP	1	509	0.2%	No
PDX1		13q12.2	HOMDEL	1	509	0.2%	No
IRF3		19q13.33	HOMDEL	1	509	0.2%	No
IRF4		6p25.3	HOMDEL	1	509	0.2%	Yes
IRF6		1q32.2	AMP	1	509	0.2%	No
IRF7		11p15.5	AMP	1	509	0.2%	No
IRS1		2q36.3	HOMDEL	1	509	0.2%	Yes
ISL1		5q11.1	AMP	1	509	0.2%	No
ITGA1		5q11.2	AMP	1	509	0.2%	No
ITGA2		5q11.2	AMP	1	509	0.2%	No
ITGA2B		17q21.31	AMP	1	509	0.2%	No
ITGA3		17q21.33	AMP	1	509	0.2%	No
ITGAE		17p13.2	HOMDEL	1	509	0.2%	No
ITGB2		21q22.3	HOMDEL	1	509	0.2%	No
ITGB3		17q21.32	AMP	1	509	0.2%	No
ITGB4		17q25.1	AMP	1	509	0.2%	No
EIF6		20q11.22	AMP	1	509	0.2%	No
ITGB5		3q21.2	AMP	1	509	0.2%	No
ITGB6		2q24.2	AMP	1	509	0.2%	No
ITGB8		7p21.1	AMP	1	509	0.2%	No
ITIH2		10p14	AMP	1	509	0.2%	No
STT3A		11q24.2	HOMDEL	1	509	0.2%	No
STT3A		11q24.2	AMP	1	509	0.2%	No
ITPKA		15q15.1	HOMDEL	1	509	0.2%	No
ITPKB		1q42.12	AMP	1	509	0.2%	No
IVD		15q15.1	HOMDEL	1	509	0.2%	No
IVL		1q21.3	AMP	1	509	0.2%	No
JAK1		1p31.3	HOMDEL	1	509	0.2%	Yes
JAK2		9p24.1	AMP	1	509	0.2%	Yes
JUP		17q21.2	AMP	1	509	0.2%	No
CD82		11p11.2	AMP	1	509	0.2%	No
KCNA1		12p13.32	AMP	1	509	0.2%	No
KCNA6		12p13.32	AMP	1	509	0.2%	No
KCNA7		19q13.33	HOMDEL	1	509	0.2%	No
KCNB1		20q13.13	AMP	1	509	0.2%	No
KCNC3		19q13.33	HOMDEL	1	509	0.2%	No
KCNG1		20q13.13	AMP	1	509	0.2%	No
KCNH1		1q32.2	AMP	1	509	0.2%	No
KCNJ1		11q24.3	AMP	1	509	0.2%	No
KCNJ2		17q24.3	AMP	1	509	0.2%	No
KCNJ5		11q24.3	AMP	1	509	0.2%	Yes
KCNJ9		1q23.2	AMP	1	509	0.2%	No
KCNJ10		1q23.2	AMP	1	509	0.2%	No
KCNJ12		17p11.2	AMP	1	509	0.2%	No
KCNJ13		2q37.1	HOMDEL	1	509	0.2%	No
KCNJ14		19q13.33	HOMDEL	1	509	0.2%	No
KCNJ16		17q24.3	AMP	1	509	0.2%	No
KCNK1		1q42.2	AMP	1	509	0.2%	No
KCNK2		1q41	HOMDEL	1	509	0.2%	No
KCNK2		1q41	AMP	1	509	0.2%	No
KCNQ2		20q13.33	HOMDEL	1	509	0.2%	No
KCNS3		2p24.2	HOMDEL	1	509	0.2%	No
KDR		4q12	AMP	1	509	0.2%	Yes
KIF2A		5q12.1	AMP	1	509	0.2%	No
KIR2DL1		19q13.42	HOMDEL	1	509	0.2%	No
KIR2DL3		19q13.42	HOMDEL	1	509	0.2%	No
KIR2DL4		19q13.42	HOMDEL	1	509	0.2%	No
KIR2DS4		19q13.42	HOMDEL	1	509	0.2%	No
KIR3DL1		19q13.42	HOMDEL	1	509	0.2%	No
KIR3DL2		19q13.42	HOMDEL	1	509	0.2%	No
KLK1		19q13.33	HOMDEL	1	509	0.2%	No
KLK2		19q13.33	HOMDEL	1	509	0.2%	Yes
KIF25		6q27	HOMDEL	1	509	0.2%	No
KPNA1		3q21.1	AMP	1	509	0.2%	No
KPNB1		17q21.32	AMP	1	509	0.2%	No
KPNA2		17q24.2	AMP	1	509	0.2%	No
KPNA3		13q14.2	HOMDEL	1	509	0.2%	No
KPNA3		13q14.2	AMP	1	509	0.2%	No
KPNA5		6q22.1	HOMDEL	1	509	0.2%	No
KRT9		17q21.2	AMP	1	509	0.2%	No
KRT10		17q21.2	AMP	1	509	0.2%	No
KRT12		17q21.2	AMP	1	509	0.2%	No
KRT13		17q21.2	AMP	1	509	0.2%	No
KRT15		17q21.2	AMP	1	509	0.2%	No
KRT17		17q21.2	AMP	1	509	0.2%	No
KRT19		17q21.2	AMP	1	509	0.2%	No
KRT31		17q21.2	AMP	1	509	0.2%	No
KRT32		17q21.2	AMP	1	509	0.2%	No
KRT33A		17q21.2	AMP	1	509	0.2%	No
KRT33B		17q21.2	AMP	1	509	0.2%	No
KRT34		17q21.2	AMP	1	509	0.2%	No
KRT35		17q21.2	AMP	1	509	0.2%	No
LAIR1		19q13.42	HOMDEL	1	509	0.2%	No
LAIR1		19q13.42	AMP	1	509	0.2%	No
LAIR2		19q13.42	HOMDEL	1	509	0.2%	No
LAMA2		6q22.33	HOMDEL	1	509	0.2%	No
LAMA3		18q11.2	AMP	1	509	0.2%	No
LAMA4		6q21	HOMDEL	1	509	0.2%	No
LAMB3		1q32.2	AMP	1	509	0.2%	No
STMN1		1p36.11	HOMDEL	1	509	0.2%	No
LASP1		17q12	AMP	1	509	0.2%	Yes
LBR		1q42.12	AMP	1	509	0.2%	No
LCN1		9q34.3	AMP	1	509	0.2%	No
LCP1		13q14.13	HOMDEL	1	509	0.2%	Yes
LCP1		13q14.13	AMP	1	509	0.2%	Yes
LEP		7q32.1	AMP	1	509	0.2%	No
LFNG		7p22.3	AMP	1	509	0.2%	No
LGALS3BP		17q25.3	AMP	1	509	0.2%	No
LGALS8		1q43	AMP	1	509	0.2%	No
LGALS9		17q11.2	AMP	1	509	0.2%	No
LHB		19q13.33	HOMDEL	1	509	0.2%	No
LHCGR		2p16.3	HOMDEL	1	509	0.2%	No
LIG1		19q13.33	HOMDEL	1	509	0.2%	No
LIG3		17q12	AMP	1	509	0.2%	No
LIG4		13q33.3	AMP	1	509	0.2%	No
LIM2		19q13.41	HOMDEL	1	509	0.2%	No
LIPE		19q13.2	AMP	1	509	0.2%	No
FADS1		11q12.2	HOMDEL	1	509	0.2%	No
FADS3		11q12.2	HOMDEL	1	509	0.2%	No
LMAN1		18q21.32	HOMDEL	1	509	0.2%	No
LMAN1		18q21.32	AMP	1	509	0.2%	No
LMNA		1q22	AMP	1	509	0.2%	Yes
LMO2		11p13	AMP	1	509	0.2%	Yes
LMO7		13q22.2	HOMDEL	1	509	0.2%	No
LMX1A		1q23.3	AMP	1	509	0.2%	No
VWA5A		11q24.2	HOMDEL	1	509	0.2%	No
VWA5A		11q24.2	AMP	1	509	0.2%	No
LOR		1q21.3	AMP	1	509	0.2%	No
LPA		6q25.3-q26	HOMDEL	1	509	0.2%	No
LPO		17q22	AMP	1	509	0.2%	No
LRP2		2q31.1	AMP	1	509	0.2%	No
LSAMP		3q13.31	HOMDEL	1	509	0.2%	No
LSAMP		3q13.31	AMP	1	509	0.2%	No
LSS		21q22.3	HOMDEL	1	509	0.2%	No
CYP4F3		19p13.12	HOMDEL	1	509	0.2%	No
LTBP2		14q24.3	HOMDEL	1	509	0.2%	No
LTBP2		14q24.3	AMP	1	509	0.2%	No
LTK		15q15.1	HOMDEL	1	509	0.2%	Yes
